NF-Y	Dlg3
MAFA	Cngb3
HNF4	Lce1c
ETS2	Mir215
c-Ets-1	Usp53
HNF4	Syt2
HNF4	Lce1d
Stat3	Slco3a1
HNF4	Crmp1
ETS2	Krtap5-1
NF-Y	4930452B06Rik
HNF4	Rnmtl1
GABPA	Cnot10
HNF4	Syt3
HNF4	Lce1e
HNF4	Syt4
AP-2rep	Sybu
HNF4	Gstk1
HNF4	Lce1f
AP-2rep	Irf2bp2
HNF4	Syt5
HNF4	Lce1g
Nobox	Thsd7a
CLOCK:BMAL	Sept2
ETS2	Krtap5-4
Stat3	Amhr2
ETS2	4930504O13Rik
HNF4	Atp9a
NFAT3	Pdc
HNF4	Syt6
HNF4	Syt7
ETS2	Nckipsd
AP-2rep	Flnb
PUR1	Adam11
myogenin	Scnn1g
AML1	Olfr510
HNF4	Syt8
HNF4	Syt9
STAT6	Tnfaip8l3
Stat3	Atad2
AP-2rep	Stim1
MAFA	2610001J05Rik
HNF4	Lce1l
HNF4	Hmga1
ETS2	4930451C15Rik
NF-Y	Hist1h4m
AP-2rep	Stim2
HNF4	Lce1m
NF-Y	Hist1h4n
Stra13	Rab21
HNF4	Hmga2
AML1	Olfr514
HNF4	H2-Gs10
AML1	Ndp
ATF3	Amotl2
Octamer	Bhlhe41
STAT6	Hnrnpa1
SF1	Prrg3
ETS2	9430021M05Rik
HNF4	Cd8b1
AP-2rep	Taf9b
myogenin	Tomm40
GABPA	Utp6
AML1	Olfr518
myogenin	Tmem86b
NF-Y	Prune2
CTCF	Flna
HNF4	Commd3
NRSF	March11
AML1	Med6
HNF4	Commd6
ETS2	Plin1
COUP	Klf1
SOX5	Mrto4
COUP	Klf2
CREB	Slc18a2
ETS2	Plin3
AP-2rep	Gm5347
Nkx2-5	Prickle2
SOX5	Zfp503
SMAD3	Lbx2
HNF4	Commd9
Stra13	Hnrnph2
ETS2	AI504432
CREB	Trp53inp2
HNF4	Alox12b
NRSF	Nxph1
TGIF1	Foxg1
CREB	Mapk10
ipf1	1700108M19Rik
FLI1	Uqcrh
Nkx2-5	Cyp26c1
EBF1	Hoxc6
HNF4	Gm1564
HNF4	Alox12e
AML1	Rab3a
ESE1	4933436C20Rik
ETS2	Tprgl
MAFA	Pard3b
myogenin	Ruvbl2
HNF4	Phf5a
AML1	Pof1b
AML1	Rab3b
CLOCK:BMAL	Poglut1
AML1	B3galt1
AML1	B3galt2
myogenin	Mfap4
SOX5	Btbd3
myogenin	Coro2a
HNF4	Ncor1
AP-2rep	Gpr146
myogenin	Coro2b
PUR1	Mettl8
myogenin	Zbtb1
HNF4	Ncor2
NRF-1	Cox5b
myogenin	Grid2ip
NUR77	Pfkfb1
GABP	Coq10b
FXR/RXR-alpha	Prkcdbp
Ebox	Ndufaf3
deltaEF1	Tnf
CREB	Daam2
HNF4	Lpcat1
ETS2	Atp10d
HNF4	Dnajb2
SOX5	Btbd9
FRA1	Dmbt1
HNF4	Lpcat2
NFAT3	Sox21
HNF4	Etv1
Ebox	Morc2a
AML1	Meis1
Stat3	Lhx2
HNF4	Dnajb4
HNF4	Lpcat3
HNF4	Trerf1
HNF4	Cdhr1
ETS2	Tbxa2r
AML1	Meis2
HNF4	Dnajb5
HNF4	Lpcat4
HNF4	Etv2
AML1	Snora64
FLI1	Lsg1
USF	1810013L24Rik
HNF4	Cdhr2
Stat3	Lhx4
HNF4	Etv3
HNF4	Dnajb7
HNF4	Cdhr3
HNF4	Etv4
E2A	Epb4.1l1
ETS2	Gm14047
AML1	Snora65
myogenin	Zbtb9
HNF4	Etv5
T3R	Cast
HNF4	Cdhr4
Stat3	Lhx6
HNF4	Dnajb8
NUR77	Gnas
HNF-4	Bmp8a
HNF4	Dnajb9
HNF4	Cdhr5
HNF4	Etv6
USF	Wee1
ERRalpha	Htr4
CREB	Rft1
HNF4	Brcc3
E2A	Epb4.1l5
Stat3	Lhx9
Gbx2	Mir10b
GR	Mbl2
FRA1	Gabrq
AP-2rep	Pnliprp2
NRF-1	Ndufb4
COUP	Emd
PPARG	Ndrg2
Esrrb	Zfp3
E2F-1	Zfp365
OTX	Mbnl1
Ets	Rap2c
NRF-1	Ndufb6
PPARG	Ndrg3
E2F-1	Zfp367
Uncx-4.1	Nkx2-2
NRF-1	Ndufb7
Stat3	Sag
PPARG	Ndrg4
NRF-1	Ndufb8
Oct-1	Myt1l
GABPA	Pdzd11
CLOCK:BMAL	Ipo4
CREB	Appbp2
ETS2	Frs2
ETS2	Nxph1
ETS2	Frs3
hbp1	Ccdc46
AML1	Rbpms
HNF4	2700094K13Rik
NF-Y	1500003O03Rik
HNF4	Dbndd1
SOX5	Prox2
ETS2	Nxph4
T3R	Pax5
ESE1	Olfr1137
HNF4	Dbndd2
STAT6	C130039O16Rik
Nobox	Mir18b
Esrrb	Cdh16
CTCF	Phf17
Stat3	Eya1
AP-2rep	Mea1
AML1	Siae
NF-Y	4933406J08Rik
AP-2rep	Ephb2
OTX	S100z
HNF4	Tnik
NF-Y	Gpr153
GR	Wdr73
YY1	Mthfr
MTF-1	Jup
AP-2rep	Gad2
GR	Tmsb4x
ERR2(ESRRB)	Ccdc93
GLI3	Col7a1
AP-1	Nrip3
AP-2rep	Ephb6
ETS2	Lats2
Dlx-1	Ssh2
CREB	Dguok
AP-2rep	4732456N10Rik
Stat3	Fam100b
AML1	Dlgap1
PKNOX2	Cacna1s
AP-2rep	Slc25a12
FRA1	Ambn
E12	Canx
HNF4	Radil
REST	Fam57b
STAT6	A930004D18Rik
AML1	AI848258
GABP	Cpeb4
HNF4directrepeat1	Slc39a5
AML1	Nmt2
OTX	Arfip1
Stat3	Eif2b1
Stat3	Eif2b2
Esrrb	Sh2b1
myogenin	Nr3c1
GABPA	Csnk1g1
CTCF	Gad1
myogenin	Nr3c2
Stat3	Eif2b4
Stat3	Eif2b5
MyoD	Mir759
ETS2	4933411G11Rik
HNF4	Rcan1
ETS2	Tbl1xr1
MAFA	Acpt
ETS2	Ttc13
HNF4	Rcan2
myogenin	Pabpn1
ETS2	Nkpd1
ETS2	Ttc14
Stat3	1700086O06Rik
ETS2	Ttc15
HNF4	Rcan3
SOX5	Sema6a
ETS2	Ttc16
PUR1	Car3
SF1	Pcolce
HNF4	Dlg1
AP-2rep	1700108F19Rik
PUR1	Car4
PPARG	Pcolce
ETS2	Ttc17
AP-2rep	Mrpl45
MAFA	Gpr182
ETS2	Tbc1d8b
HNF4	Dlg2
GR	Angpt1
HNF4	Dlg3
AP-2rep	Mrpl46
AML1	Rab43
PUR1	Lgmn
HNF4	Dlg4
PUR1	Car7
GR	Angpt2
PUR1	Stk24
HNF4	Dlg5
AP-2rep	Mrpl49
GABPA	Rbm3
AML1	Rhebl1
ETS2	Aspa
HNF4	Hnf1a
SOX5	Sdhaf2
ETS2	Pik3ap1
HNF4	Hnf1b
GABP	Chtf8
HNF4	Pln
MAFA	Ccdc6
T3R	Tmem35
AP-2rep	1700073E17Rik
YY1	Snora68
ESE1	Gtsf1
HNF4	Casd1
SOX5	Fpr3
AP-2rep	Dok3
ATF3	Unk
ETS2	Asph
AML1	Acvr1
PPARG	Mtmr3
ETS2	Mir221
MyoD	Rnf220
Nkx2-5	Gm7694
RAR	Abca1
c-Rel	Appl1
PPARG	Mtmr4
ETS2	Mir222
SOX5	Mid1
AP-2rep	Dok5
ETS2	Mir223
SOX5	Mid2
ETS2	Mir224
AP-2rep	Dok7
SOX5	Trat1
SOX5	Olfr866
ETS2	Aspn
SOX5	Olfr867
Stat3	Ddb1
PPARG	Mtmr9
SOX5	Olfr868
HNF4	8430410K20Rik
PPARG	Ang
PPARG	Rasl10b
SOX5	Olfr869
PPARG	Elovl4
HNF4	Ubtfl1
NUR77	Nespas
hbp1	Tube1
Stat3	Ptbp2
CTCF	Kcnk13
NRF-1	Atxn7l3b
MAFA	Tbata
MAF	Eno1
deltaEF1	Plunc
PPARG	H47
STAT	Fcer1g
PPARG	Ttc30a1
OTX	Gm815
Meis2	Snord69
HEB	Ogt
GR	Agbl2
YY1	Mir101a
STAT6	Raf1
LEF1	Ckmt1
MAFA	A730017C20Rik
SREBP-1	Aff4
HNF4	Hmgb1
YY1	Rab1
Stat3	Slc35e3
HNF4	Hmgb2
SOX5	Kalrn
HNF4	0610009B14Rik
HNF4	Hmgb3
myogenin	Col4a2
NRF-1	L3mbtl3
HNF4	Hmgb4
myogenin	Col4a3
SOX5	Rab7l1
NF-Y	Myocd
myogenin	Tmem87a
myogenin	Col4a4
PPARG	Orai3
Prop-1	Lbx1
Nkx2-5	2310003L22Rik
HNF4	Bbs2
ETS2	Sobp
HNF4	Otud6b
ESE1	Pik3cd
SOX5	Mir9-2
Nkx2-5	Sucla2
Stra13	Mbtd1
SOX5	Mir9-3
PUR1	Gm10421
TEF	Sost
SOX5	Zfp512
ETS2	Dmxl1
ATF2	Trib1
HNF4	Sip1
SOX5	Zfp513
AP-2rep	Trfr2
ipf1	Tbx18
HEB	Meis1
PPARG	Tm4sf20
CART1	Lbx1
SOX5	Zfp516
PUR1	2010107H07Rik
EBF1	Hoxd3
FRA1	Jrk
HNF4	Mrc1
STAT6	B430319G15Rik
OTX	B930003M22Rik
HNF4	Mrc2
Ebox	Slc35b2
AP-2rep	Gpr150
ETS2	Mirlet7a-1
HNF4	Gm1574
AP-2rep	Gpr151
ETS2	Mirlet7a-2
AP-2rep	Gpr152
AML1	Rdh5
E2F-1	Ldlrap1
NF-kappaB	Slco5a1
AP-2rep	Gpr153
Oct-1	Bub3
HNF4	Cyfip1
HNF4	Cyfip2
HNF4	Sphk1
AP-2rep	Gpr155
AML1	Pex26
STAT6	Lmna
HNF4	Sphk2
YY1	Usf1
HNF4	Atxn7l3b
ALX-3	Mitf
ETS2	Atp11c
HNF4	Dnajc1
Nkx2-5	Nat6
STAT6	Map3k12
GABPA	Supt4h1
AML1	Snora70
HNF4	Dnajc2
Zic2	Igdcc3
ETS2	Tgm2
AP-2rep	Pcsk1n
ETS2	Tgm3
HNF4	Dnajc4
PUR1	AU023871
MAFA	Pbld2
ETS2	Tgm5
YY1	Bsdc1
AML1	Hemk1
HNF4	Dnajc6
Ets	Traf1
ETS2	Tgm6
HNF4	Dnajc7
ETS2	Tgm7
SOX5	Nans
Nkx2-5	Lrtm2
HNF4	Tcerg1l
Stat3	Slc18a3
GABP	Nup107
AML1	Snora78
HNF4	Ap2m1
Stat3	Mir17hg
CREB	Dnajc27
HNF4	1700034F02Rik
SREBP-1	Lonrf3
myogenin	Reep1
TERALPHA	Phactr2
OTX	Olfr1123
TR4	Arhgap30
myogenin	Eif3i
ETS2	6230400D17Rik
AML1	Vsig8
myogenin	Reep4
AML1	Nf1
MAFA	4931417E11Rik
myogenin	Eif3k
myogenin	Reep5
AML1	Nf2
COUPdirectrepeat1	Pan2
PPARG	Gmps
NF-Y	Mab21l1
ESE1	Olfr1140
alpha-CP1	Wnt3
NRF-1	2310057M21Rik
OTX	Olfr1129
Esrrb	Cdh20
CREB	Snrnp40
HNF4	Mir99a
HNF4	Dtx3l
AML	Gse1
HNF4	Mir99b
HNF4	Kidins220
USF	Nrip3
TAL1	Ehf
LBP9(Tcfcp211)	Hmgb2
Stat3	Comp
HNF4	BC024582
PUR1	Speg
ETS2	Deptor
SOX5	Uqcrq
SF1	Lpgat1
AP-2rep	Klk12
MAFA	Prkcsh
AP-2rep	Klk13
GABPA	Rrs1
c-Ets-2	Sfpi1
Oct-1	Stx12
myogenin	2810433D01Rik
RFX1	C130026L21Rik
HNF4	Fam172a
HOXB7	Msx2
PUR1	Csk
NRF-1	Pls1
PPARG	Rpl10a
SOX5	Ascc1
AP-2rep	Slc25a22
alpha-CP1	D19Ertd737e
Ebox	Pdk2
SOX5	Wwox
NRF-1	Tmem104
MATH1	Fam176b
ER	Onecut2
AP-2rep	Slc25a27
AML1	Hoxa5
AP-2rep	Slc25a28
Nkx2-5	Asprv1
HNF4	Ptpmt1
NF-Y	Cdc20
NRF-1	3230401D17Rik
AML1	Hoxa6
PITX3	Lmx1a
NRF-1	Tmem109
SOX5	Mirlet7f-1
HNF4	1700013D24Rik
Nkx2-5	Scube2
Esrrb	Tbkbp1
ATF1	Traf4
SOX5	Mirlet7f-2
AP-2rep	Mrpl50
NF-Y	Cdc23
ETS2	Fam70a
SOX5	Extl2
RXR:LXR-beta	Mrpl4
SOX5	Aqp1
NF-kappaB(p65)	Rrp8
AML1	Hoxa9
ETS2	Ttc24
alpha-CP1	Calm2
SOX9	Hectd1
AP-2rep	Gm15070
HEB	Acvr1
HNF4	Baiap2
AP-2rep	Eif1b
AP-2rep	Mrpl53
SOX5	Sema7a
SOX5	Aqp4
HNF4	Baiap3
ETS2	Tbc1d9b
ETS2	Rap1gds1
GATA-X	Mir215
PUR1	1600029O15Rik
PPARG	Igfals
AP-2rep	Prkaa2
AML1	Snora7a
Nkx2-5	4931406H21Rik
NF-Y	Tnks
Nkx2-5	Rxrb
Nkx2-5	Klf5
PUR1	Stk38
myogenin	Mtfp1
HNF4	Use1
HNF4	Pml
AP-2rep	Fcrlb
Esrrb	Ckb
PPARG	Ccnd2
STAT6	Lmo4
ICSBP	Dlx1as
HNF4	Fosl1
PPARG	Ccnd3
Esrrb	Chga
Nkx2-5	Myot
HNF4	Fosl2
FRA1	Ndnl2
HNF4	Mest
STAT6	Lmo7
hbp1	Olfr458
STAT6	Mbd1
SOX5	Olfr871
PPARG	Urod
PPARG	Gm3985
T3R	Hpcal4
HNF4	Chrna10
SOX5	Cntf
PPARG	Sgpp2
SOX5	Olfr874
HNF4	Zbbx
STAT6	Mbd4
HNF4	Lce3a
PPARG	S100g
STAT6	Mbd5
HNF4	Lce3b
Mycn	Sfxn2
STAT6	Mbd6
SOX5	Olfr876
MAFA	Nxn
SOX5	Wwp1
SOX5	Olfr878
PPARG	Rasl11b
HNF4	Gstm1
HNF4	Lce3f
HNF4	Ttc39a
SOX5	Aak1
Lyf-1	Serpina7
ETS2	Akirin1
HNF4	Ttc39b
HNF4	Ttc39c
PPARG	Mbnl2
AML1	Erbb2
ATF3	Mir132
HNF4	Gstm3
HNF4	Ttc39d
Nkx2-5	Cep57
NFAT3	Cpne9
HNF4	Gstm4
c-Rel	Ptges
Stat3	Creb5
MAFA	Mkl2
MyoD	Tef
AML1	Rtn4
AML1	Erbb4
HNF4	Gstm5
AP-2rep	Fcrls
HNF4	Tnk2
myogenin	Bglap2
AML1	Mtch2
HNF4	Casp8ap2
FRA1	Hpse2
HNF4	Gstm7
GCNF	2310028O11Rik
AML1	Lysmd1
STAT6	Rag2
STAT6	Kcp
TAL1	Top2b
PPARG	Hivep1
HNF4	Kif26b
Lyf-1	Mid2
Stat3	Slc35f5
PPARG	Hivep3
CREB	Ffar3
SOX5	Mtap7
GABPA	Acad11
MAFA	Gm8580
AML1	Olfr539
SOX5	Mtap9
GABPA	Cybasc3
HNF4	Bod1
GR	4930558K02Rik
PUR1	Impdh2
HNF4	2410015M20Rik
GR	Spag9
AML1	2700089E24Rik
OTX	Zfp385b
OTX	Zfp385c
SRF	Fosb
HNF4	Nup133
GR	2700007P21Rik
SOX5	Zfp521
Esrrb	Masp1
myogenin	Il6st
myogenin	Olfr1133
PPARG	Frmd4a
STAT6	Ddx19b
OTX	Runx2
PPARG	Frmd4b
SOX5	Zfp523
AP-2rep	Etfa
myogenin	Msx2
AP-2rep	Atg12
T3R	Il12a
GR	Cdh7
MAFA	Iqcd
AP-2rep	Bex1
PPARG	Wfdc16
AP-2rep	Mudeng
NRF-1	Dnalc1
YY1	A230072E10Rik
MAFA	Kcp
E2F-1	Pax6os1
AP-2rep	Olfm3
PUR1	Dyrk3
ETS2	Marveld1
AP-2rep	Olfm4
ETS2	Cma1
CLOCK:BMAL	Oaf
AP-2rep	Bex6
AML1	Rab5c
NF-E2	Srpx2
AP-2rep	Gpr162
MAFA	Iqcj
HNF4	Gng3
HNF4	Gm1587
HNF4	Sel1l
NRF-1	Idh3g
HOXA6	E130114P18Rik
ETS2	Marveld3
AML1	Hoxd10
Nkx2-5	Vars2
HNF4	Gng4
SOX5	Ehd1
HNF4	Gng5
Nobox	Olfr571
PPARG	Pdcd4
ETS2	Acly
HNF4	Mfge8
AML1	Hoxd13
PUR1	Cask
CTCF	Tex264
AP-2rep	Fam192a
HNF4	Vmn2r18
NRF-1	Nudt4
HNF4	Gng8
Bsx	Krt76
Lyf-1	Prrg2
PPARG	A530058N18Rik
CREB	Dnajc30
CLOCK:BMAL	St3gal1
Lmo2complex	Paip1
Stra13	Snrpa
Esrrb	Dhx37
SF1	Htr1f
MEF-2	3425401B19Rik
SOX5	Inhbb
SOX5	Inhbc
ETS2	U2af1l4
Lyf-1	Dsn1
AP-2rep	Myl6b
OTX	Olfr1130
FOXO4	Tef
OTX	Olfr1132
Nkx2-5	Pkib
PUR1	Thpo
Elk-1	Lrrc41
myogenin	Ppp1r13l
Stat3	Map3k3
Stat3	Gm5077
PUR1	Ecscr
FRA1	Atp6ap2
OTX	Olfr1136
SF1	A730069N07Rik
AP-2rep	Dolk
FRA1	Olfr801
SRF	Sox5
NRF-1	Prpf6
HNF4	Nhedc2
ATF3	Rab25
Nkx2-5	0610008F07Rik
COUP	Rhof
HNF4	Tubb2a
NRF-1	Prpf8
Stat3	Map3k7
HNF4	Gmppa
ETS2	Rabgap1l
HNF4	Tubb2b
FRA1	Olfr804
HNF4	Gmppb
MAFA	Tecta
Nkx2-5	Gm684
HNF4	Tubb2c
NRF-1	Hexim1
Elk-1	Lrrc49
HNF4	Hcls1
ETS2	Mir24-1
Stat3	Lzts2
PPARG	Rogdi
PUR1	Pax5
ESE1	Olfr1158
NRF-1	Rfc2
Oct-1	Zbtb38
PUR1	Pax6
PUR1	Pax7
HEB	Hoxa6
Barhl-1	Sema6a
Nkx2-5	2310042D19Rik
PUR1	Fbxw5
SOX5	Cyb5r4
AP-2rep	Ccdc106
PPARG	Tspan14
PUR1	Pax9
HNF-4	Pan2
HOXD10	Gm6150
hbp1	Dennd4a
PPARG	Tspan15
PUR1	Fbxw7
SOX5	Il18rap
PUR1	Pdf
SOX5	Zfand6
HNF4	Rab1
ETS2	Pmel
Stat3	Chrdl2
HNF4	Fam173a
GLI3	Wnt10b
AP-2rep	Slc25a30
HNF4	Hmgcl
Hand1::Tcfe2a	Mecom
ATF	Dtl
Nkx2-5	Olfr914
NRF-1	Cdkn2b
AP-2rep	Slc25a31
Nkx2-5	Olfr915
HEB	Mfng
USF	Hoxd10
HNF4	Rab6
USF	Hoxd11
HNF4	Rab7
AML1	Hoxb2
AP-2rep	Slc25a34
SOX5	Pdgfc
NF-Y	Hist2h3c1
AML1	Hoxb3
HNF4	Rab9
SOX5	Pdgfd
Myc	Mir92-1
HNF4	Hmgcr
NRF-1	Tmem116
MRG2	Onecut2
AP-2rep	Slc25a37
ETS2	Snrnp70
AML1	Hoxb6
OTX	Sesn1
NF-Y	Slc20a1
MATH1	Accn4
ETS2	Fbp1
POU2F3	1700011F03Rik
USF	Serf2
AP-2rep	Zbtb3
ETS2	Fbp2
ETS2	Ttc34
CTCF	Alk
ETS2	Ttc35
AP-2rep	Zbtb4
HNF4	Gm4776
HNF4	Ehhadh
ATF3	Bcl6
ETS2	Cept1
OTX	C2cd3
PUR1	Klf10
ETS2	Ttc37
AP-2rep	Zbtb6
REX1	B3gat1
SOX5	5730437N04Rik
ETS2	Mettl21d
E2A	Slc39a5
Stat3	5730508B09Rik
Barhl2	Cntn4
AP-1	Endou
Stat3	Tcfap2a
USF	Odf2
PUR1	Rad54b
Stra13	Dirc2
YY1	Snora81
ipf1	Etv1
RFX1	Lrfn5
GR	Cyp2a4
STAT6	Cdc14b
Stat3	Tcfap2e
MAFA	C3ar1
FRA1	Ypel4
PPARG	Ccne1
HNF4	Usf1
AML1	4933434E20Rik
HNF4	Usf2
ipf1	Etv6
Oct-1	Otol1
ETS2	Ubtd1
Stat3	Isl1
HEB	Erbb4
ETS2	Ubtd2
HNF4	Pnp
GLI3	Hoxa11
ETS2	4930583H14Rik
SOX5	Olfr881
HNF4	Ankzf1
myogenin	Per1
AML1	Diablo
ETS2	Cmas
SOX5	Rpl22l1
SOX5	Olfr883
SOX5	Smc4
HNF4	2610301B20Rik
E2F-1	Actl6a
myogenin	Per2
Pax-6	A630075F10Rik
OTX	Rgmb
SOX5	Smc6
NF-Y	Krtap1-4
Lyf-1	Serpinb2
NF-Y	Krtap1-5
Mox1	Gm5148
Stra13	Hoxa1
AP-2rep	Coro6
SOX5	Olfr887
ATF2	Ranbp6
CLOCK:BMAL	Lrp2
STAT6	Anapc4
USF	Asna1
ESE1	Ftsjd2
SOX5	Olfr889
HNF4	4922501L14Rik
NRF-1	Nop2
T3R	Rplp0
CTCF	Pcdh12
AML1	Dcaf11
FRA1	Rnf144b
STAT6	9530059O14Rik
AML1	Tcfec
ETS2	Pmf1
AML1	Olfr541
AML1	Dcaf12
myogenin	Rap1gap
Elk-1	Gt(ROSA)26Sor
LMAF	Stub1
TAL1	Fam117a
MAFA	Nyx
T3R	Mll5
ETS2	Dnajc5b
TCF11:MafG	Dnaja2
NRF-1	Btf3
ETS2	Cacna2d1
RFX1	Upk2
HNF4	A930007I19Rik
ATF	Pinx1
ETS2	Cacna2d2
ETS2	Cacna2d3
PUR1	Mobkl1b
Stat3	Ccdc85c
ETS2	Diap1
AML1	Meg3
AP-2rep	Mon1b
HNF4	1700120K04Rik
HNF4	Zcrb1
ETS2	Diap2
HNF4	2410042D21Rik
Bach2	Prss36
AP-2rep	Nr3c2
c-Rel	Kremen2
alpha-CP1	Mnt
CREB	Gpm6b
FRA1	Ube2m
AP-1	Yif1a
E2F-1	Pacrg
HNF4	Ctdnep1
T3R	Eps8l3
EBF	Spib
ETS2	Erlin2
NRF-1	Zbtb8os
AML1	Mybl1
NFAT3	Ccnb1
COUP	Krtap3-1
CREB	Rrnad1
deltaEF1	BC029214
SOX5	6330407A03Rik
HNF4	Brsk1
SOX5	Zfp532
HNF4	Brsk2
OTX	Nme5
MRG2	Gabra2
GABPA	Cul7
MAFA	Neurl4
SOX5	Zfp536
myogenin	Tlk1
SOX5	Igf1r
myogenin	Tlk2
Bach2	Gm1337
ipf1	Dlg2
SOX5	Csde1
STAT5A(homodimer)	Ppard
SOX5	Ncald
CTCF	Hsd3b7
AML1	Rab6b
HNF4	Vmn2r23
MAFA	Tmem106b
COUP	4930442L01Rik
SOX5	Cyp39a1
AP-2rep	Gpr176
PPARG	Samd14
OTX	Ccng1
E2A	Gnas
AP-2rep	Naif1
SOX5	2010111I01Rik
ETS2	Havcr1
ETS2	2610301G19Rik
ETS2	Havcr2
myogenin	Ppp1r14c
POU2F3	Csf3
HNF4	Nipal1
Stat3	Gng13
HNF4	Nipal2
GABP	Pofut2
NRF-1	Gnpda2
SOX5	Irs1
COUP	Stk11
HNF4	Nipal3
Meis1	Psme1
HNF4	Nipal4
STAT6	Zfp623
Stat3	Gm5082
SOX5	Irs4
OTX	Olfr1141
GABP	Mpzl3
SMAD3	Rcc2
NRF-1	Ipmk
AP-2rep	Ddit4l
myogenin	Psip1
ATF	Fstl4
NFAT3	Gfral
CREB	Mmgt1
HNF4	Sugp1
HNF4	Asah1
HNF4	Asah2
Stat3	Pou4f2
Nobox	Slc18a1
Stat3	Pou4f3
HOXA1	Nkx2-1
CREB	BC048403
HNF4	1700069L16Rik
SOX5	Cntrob
ESE1	Olfr1160
GR	6030408B16Rik
AP-2rep	Rtl1
HNF4	Socs2
Stat3	Tbl1x
ETS2	Epb4.1
SOX5	Gm6402
HNF4	Efcab1
HNF4	Socs3
ETS2	Kncn
Octamer	Hist2h3b
USF	Casp9
HNF4	Efcab2
HNF4	Lancl1
HNF4	Socs5
HNF4	Efcab3
SOX5	A930038C07Rik
ATF3	Opa3
NF-1	A430105I19Rik
PPARG	G0s2
PPARG	Metap1
GR	Palld
HEB	Hoxb2
HNF4	1300001I01Rik
SOX5	Tm2d1
PPARG	1700001K23Rik
myogenin	Arhgdig
HNF4	Efcab6
SOX5	Tm2d2
STAT6	Lhfpl2
HNF4	Efcab7
SOX5	Tm2d3
HNF4	Efcab8
GABP	Dnajc2
NF-Y	Gpr180
HNF4	Efcab9
USF	Hmgn1
NRF-1	Clpx
USF	Hmgn2
TGIF1	Lmnb1
NRF-1	Ifitm7
Nkx2-5	Olfr920
PPARG	Gm829
STAT6	Plin1
HNF4	Rac2
HNF4	Fndc3a
PPARG	9030617O03Rik
HNF4	Fam174a
HNF4	Rac3
HNF4	Fam174b
HNF4	Fndc3b
STAT6	Plin4
AML1	Arhgef2
Nkx2-5	Olfr924
AML1	Arhgef3
HNF4	B930041F14Rik
myogenin	Arid3b
GR	Calb1
MATH1	Fam178a
PPARG	Ubl4
myogenin	Arid3c
USF	BC052040
myogenin	2310035C23Rik
AP-2rep	Atg2a
AML1	Arhgef6
AP-2rep	Slc25a44
ETS2	Habp2
AML1	Hoxc4
FRA1	Ing3
Esrrb	Sri
PPARG	Ubl7
PPARG	Runx1
NF-1	Per1
SF1	Grm4
Stat3	Sepx1
PPARG	Runx2
CTCF	Med4
AP-2rep	Slc25a48
PPARG	Runx3
GABPA	Mcm7
SOX5	Myl6
GABPA	Mcm8
NF-Y	Hscb
ETS2	Fam72a
SOX5	Ncam1
PPARG	Fech
YY1	E4f1
Lyf-1	Slit3
HNF4	Mreg
Zic2	Cd19
GABPA	Mir320
HNF4	2610203C20Rik
Msx-3	Cntn4
CREB	Akirin1
Lyf-1	Ildr2
Oct-2	St18
NRF-1	Vps26b
Nkx2-5	Rasgrp2
ETS2	Plvap
CLOCK:BMAL	Snx5
PUR1	LOC624853
Nkx2-5	Rasgrp3
ETS2	2610101N10Rik
USF	Synrg
Foxa2	Nfatc3
NFAT3	Tslp
OTX	1810035L17Rik
HNF4	Tfdp2
myogenin	1810063B05Rik
T3R	2410017I17Rik
Stat3	Jhdm1d
SOX5	4933427G17Rik
PPARG	Adra2a
PPARG	Nfe2
HNF4	Hnf4a
AP-2rep	Eif3k
ATF2	Cyld
PPARG	Adra2b
PPARG	Adra2c
Stat3	Ism1
hbp1	Olfr477
ETS2	Nfkbib
myogenin	4921504E06Rik
PUR1	2310061I04Rik
NF-Y	Ggnbp2
GR	AA467197
SOX5	Olfr891
ETS2	Nfkbid
PPARG	Poldip2
HNF4	Hnf4g
HNF4	Por
PPARG	Rps2
SOX5	Olfr893
AP-2rep	Megf11
SOX5	Olfr895
ETS2	Oxr1
Stra13	Hoxb2
SOX5	Olfr898
HNF4	Gsto1
AML1	Ssna1
AP-2rep	Edc4
HNF4	Gsto2
AML1	Col14a1
AML1	Dydc1
alpha-CP1	Tlx3
ETS2	4930538K18Rik
PUR1	Prox1
GABPA	Cdk10
SOX5	Ift122
AP-2rep	Sharpin
USF	Fam179b
Stra13	Hoxb7
T3R	Pnkd
AML1	Rtp3
HNF4	Gmpr2
GABPA	Cdk13
Stat3	Nrp2
myogenin	Nxt1
Myc	Arl3
Octamer	Pmel
NRF-1	Acd
AP-2rep	Hdhd2
TAL1	9430031J16Rik
Zic2	Ptch1
SF1	Mgat4b
STAT6	Rai2
HNF4	2900010M23Rik
AP-2rep	Amot
Zic2	Ptch2
Nkx2-5	Trmt61a
Esrrb	Afg3l2
GABPA	Cops7a
HNF4	Lrrc10
AML1	Olfr557
E2A	Frmpd1
Nkx2-5	Rhod
TAL1	Mfng
PPARG	Comtd1
AML1	Nhs
AML1	Olfr558
myogenin	Ppap2b
PITX2	Cyth2
myogenin	Baz1b
T3R	Sec16b
myogenin	Bmpr1b
ETS2	Nfkbiz
Nkx2-5	Mir429
HNF4	Lrrc14
TAL1	Ctnnbip1
FRA1	Rgs2
NF-Y	Rprd2
HNF4	Lrrc15
SREBP-1	Dleu2
HNF4	Nup153
STAT6	Eif2b2
